value,count,percentage
"Beginning, not immed preverbal",44,0.0722495894909688
"Preverbal, not beginning or immed",18,0.029556650246305417
Immed preverbal,339,0.5566502463054187
Immed postverbal,92,0.1510673234811166
"Postverbal, not immed or end",1,0.0016420361247947454
"End, not immed postverbal",115,0.18883415435139572
