value,count,percentage
Question particle,585,0.612565445026178
Interrogative verb morphology,164,0.17172774869109947
Mixture of previous two types,15,0.015706806282722512
Interrogative word order,13,0.013612565445026177
Absence of declarative morphemes,4,0.004188481675392671
Interrogative intonation only,173,0.181151832460733
No interrogative-declarative distinction,1,0.0010471204188481676
