value,count,percentage
Tense-aspect prefixes,153,0.13527851458885942
Tense-aspect suffixes,667,0.5897435897435898
Tense-aspect tone,13,0.011494252873563218
Mixed type,146,0.1290893015030946
No tense-aspect inflection,152,0.134394341290893
