value,count,percentage
Case suffixes,452,0.4384093113482056
Case prefixes,38,0.03685741998060136
Case tone,5,0.004849660523763337
Case stem change,1,9.699321047526673e-4
Mixed morphological case,9,0.008729388942774006
Postpositional clitics,123,0.11930164888457807
Prepositional clitics,17,0.016488845780795344
Inpositional clitics,7,0.006789524733268671
No case affixes or adpositional clitics,379,0.3676042677012609
