value,count,percentage
Correlative relative clause dominant,7,0.30434782608695654
Correlative or RelN,7,0.30434782608695654
Correlative or NRel,2,0.08695652173913043
Correlative or internally-headed,1,0.043478260869565216
Correlative or adjoined,2,0.08695652173913043
Correlative as nondominant type,3,0.13043478260869565
Correlative exists,1,0.043478260869565216
