value,count,percentage
Negative affix,395,0.341400172860847
Negative particle,502,0.4338807260155575
Negative auxiliary verb,47,0.04062229904926534
"Negative word, unclear if verb or particle",73,0.06309420916162489
Variation between negative word and affix,21,0.018150388936905792
Double negation,119,0.10285220397579949
