value,count,percentage
SOV or SVO,29,0.43283582089552236
VSO or VOS,14,0.208955223880597
SVO or VSO,13,0.19402985074626866
SVO or VOS,8,0.11940298507462686
SOV or OVS,3,0.04477611940298507
