value,count,percentage
Definite word distinct from demonstrative,216,0.34838709677419355
Demonstrative word used as definite article,69,0.11129032258064517
Definite affix,92,0.14838709677419354
"No definite, but indefinite article",45,0.07258064516129033
No definite or indefinite article,198,0.3193548387096774
