value,count,percentage
None,449,0.7918871252204586
Clicks,9,0.015873015873015872
Labial-velars,45,0.07936507936507936
Pharyngeals,21,0.037037037037037035
'Th' sounds,40,0.07054673721340388
"Clicks, pharyngeals, and 'th'",1,0.001763668430335097
"Pharyngeals and ""th""",2,0.003527336860670194
