value,count,percentage
"Present, no remoteness distinctions",94,0.42342342342342343
"Present, 2-3 remoteness distinctions",38,0.17117117117117117
"Present, 4 or more remoteness distinctions",2,0.009009009009009009
No past tense,88,0.3963963963963964
