value,count,percentage
Neutral,79,0.45930232558139533
Nominative - accusative (standard),61,0.3546511627906977
Nominative - accusative (marked nominative),3,0.01744186046511628
Ergative - absolutive,20,0.11627906976744186
Tripartite,3,0.01744186046511628
Active - inactive,3,0.01744186046511628
None,3,0.01744186046511628
