value,count,percentage
Demonstrative-Noun,542,0.44281045751633985
Noun-Demonstrative,561,0.4583333333333333
Demonstrative prefix,9,0.007352941176470588
Demonstrative suffix,28,0.02287581699346405
Demonstrative before and after Noun,17,0.013888888888888888
Mixed,67,0.05473856209150327
