value,count,percentage
Obligatory pronouns in subject position,82,0.11533052039381153
Subject affixes on verb,437,0.6146272855133614
Subject clitics on variable host,32,0.0450070323488045
Subject pronouns in different position,67,0.09423347398030943
Optional pronouns in subject position,61,0.08579465541490858
Mixed,32,0.0450070323488045
