value,count,percentage
Word&NoDoubleNeg,76,0.18491484184914841
Prefix&NoDoubleNeg,60,0.145985401459854
Word&OptDoubleNeg,1,0.0024330900243309003
Prefix&OptDoubleNeg,3,0.0072992700729927005
Word&OnlyWithAnotherNeg,11,0.0267639902676399
Prefix&OnlyWithAnotherNeg,21,0.051094890510948905
Type 1 / Type 2,1,0.0024330900243309003
No SONegV,238,0.5790754257907542
