value,count,percentage
Relative clause-Noun (RelN) dominant,141,0.7382198952879581
RelN or NRel,29,0.1518324607329843
RelN or internally-headed,15,0.078534031413612565
RelN or correlative,5,0.02617801047120419
RelN or double-headed,1,0.005235602094240838
