value,count,percentage
No independent subject pronouns,2,0.007662835249042145
Number-indifferent pronouns,9,0.034482758620689655
Person-number affixes,25,0.09578544061302682
Person-number stem,114,0.4367816091954023
Person-number stem + pronominal plural affix,47,0.18007662835249041
Person-number stem + nominal plural affix,22,0.0842911877394636
Person stem + pronominal plural affix,23,0.08812260536398467
Person stem + nominal plural affix,19,0.07279693486590039
