value,count,percentage
No case-marking,81,0.3103448275862069
Symmetrical,79,0.30268199233716475
Additive-quantitatively asymmetrical,53,0.20306513409961685
Subtractive-quantitatively asymmetrical,20,0.07662835249042145
Qualitatively asymmetrical,7,0.02681992337164751
Syncretism in relevant NP-types,21,0.08045977011494253
