value,count,percentage
No distance contrast,7,0.029914529914529916
Two-way contrast,127,0.5427350427350427
Three-way contrast,88,0.37606837606837606
Four-way contrast,8,0.03418803418803419
Five (or more)-way contrast,4,0.017094017094017096
