value,count,percentage
Neutral,98,0.5157894736842106
Nominative - accusative (standard),46,0.24210526315789474
Nominative - accusative (marked nominative),6,0.031578947368421054
Ergative - absolutive,32,0.16842105263157894
Tripartite,4,0.021052631578947368
Active-inactive,4,0.021052631578947368
