value,count,percentage
Sentential,25,0.1488095238095238
Possessive-Accusative,29,0.17261904761904762
Ergative-Possessive,21,0.125
Double-Possessive,7,0.041666666666666664
Other,6,0.03571428571428571
Mixed,14,0.08333333333333333
Restricted,24,0.14285714285714285
No action nominals,42,0.25
