value,count,percentage
None,33,0.102803738317757
"One, two, three",3,0.009345794392523364
"First, two, three",12,0.037383177570093455
"One-th, two-th, three-th",41,0.1277258566978193
"First/one-th, two-th, three-th",54,0.16822429906542055
"First, two-th, three-th",110,0.3426791277258567
"First, second, three-th",61,0.19003115264797507
Various,7,0.021806853582554516
