value,count,percentage
Exclusively concatenative,125,0.7575757575757576
Exclusively isolating,16,0.09696969696969697
Exclusively tonal,3,0.01818181818181818
Tonal/isolating,1,0.006060606060606061
Tonal/concatenative,2,0.012121212121212121
Ablaut/concatenative,5,0.030303030303030304
Isolating/concatenative,13,0.07878787878787878
