value,count,percentage
Not without noun,1,0.008064516129032258
Without marking,73,0.5887096774193549
Marked by prefix,7,0.056451612903225805
Marked by suffix,13,0.10483870967741936
Marked by preceding word,18,0.14516129032258066
Marked by following word,7,0.056451612903225805
Marked by mixed or other strategies,5,0.04032258064516129
