value,count,percentage
Suffix&NoDoubleNeg,2,0.013245033112582781
Word&OnlyWithAnotherNeg,5,0.033112582781456956
Suffix&OptDoubleNeg,1,0.006622516556291391
Suffix&OnlyWithAnotherNeg,3,0.019867549668874173
WordBetweenSAndO,1,0.006622516556291391
None,139,0.9205298013245033
