value,count,percentage
A/Fin,40,0.13468013468013468
A/NonReal,20,0.06734006734006734
A/Cat,82,0.2760942760942761
A/Fin and A/NonReal,9,0.030303030303030304
A/Fin and A/Cat,21,0.0707070707070707
A/NonReal and A/Cat,11,0.037037037037037035
Non-assignable,114,0.3838383838383838
