value,count,percentage
no nasal vs. oral vowel contrast,20,0.5
two-way nasal vs. oral vowel contrast (/ṽ/ vs. /V/) without nasal spreading,7,0.175
two-way nasal vs. oral vowel contrast (/ṽ/ vs. /V/) with nasal spreading,4,0.1
four-way nasal vs. oral vowel contrast (/ṽ/ vs. /ṽː/ vs. /V/ vs. /Vː/) without nasal spreading,5,0.125
four-way nasal vs. oral vowel contrast (/ṽ/ vs. /ṽː/ vs. /V/ v /Vː/) with nasal spreading,4,0.1
