value,count,percentage
Green vs. blue,30,0.25
Green/blue,68,0.5666666666666667
Black/green/blue,15,0.125
Black/blue vs. green,2,0.016666666666666666
Yellow/green/blue,2,0.016666666666666666
Yellow/green vs. blue,1,0.008333333333333333
None,2,0.016666666666666666
