value,count,percentage
No laterals,95,0.1675485008818342
"/l/, no obstruent laterals",388,0.6843033509700176
"Laterals, but no /l/, no obstruent laterals",29,0.05114638447971781
/l/ and lateral obstruent,47,0.08289241622574955
"No /l/, but lateral obstruents",8,0.014109347442680775
