value,count,percentage
OV and Postpositions,472,0.4133099824868651
OV and Prepositions,14,0.012259194395796848
VO and Postpositions,42,0.03677758318739054
VO and Prepositions,456,0.39929947460595444
Other,158,0.138353765323993
