value,count,percentage
Plural prefix,126,0.11819887429643527
Plural suffix,513,0.4812382739212008
Plural stem change,6,0.005628517823639775
Plural tone,4,0.00375234521575985
Plural complete reduplication,8,0.0075046904315197
Mixed morphological plural,60,0.05628517823639775
Plural word,170,0.15947467166979362
Plural clitic,81,0.07598499061913697
No plural,98,0.09193245778611632
