value,count,percentage
No person marking,96,0.25263157894736843
No zero realization,181,0.4763157894736842
Zero in some 3sg forms,21,0.05526315789473684
Zero in all 3sg forms,45,0.11842105263157894
Zero in all 3rd person forms,36,0.09473684210526316
Zero only in 3rd nonsingular,1,0.002631578947368421
