value,count,percentage
Subject is left implicit,144,0.508833922261484
Subject is expressed overtly,72,0.254416961130742
Both construction types exist,14,0.04946996466431095
Desiderative verbal affix,45,0.15901060070671377
Desiderative particle,8,0.028268551236749116
