value,count,percentage
Internally-headed relative clause dominant,24,0.38095238095238093
Internally-headed or RelN,15,0.23809523809523808
Internally-headed or NRel,8,0.12698412698412698
Internally-headed or correlative,1,0.015873015873015872
Internally-headed or double-headed,1,0.015873015873015872
Internally-headed occurs as nondominant type,10,0.15873015873015872
Internally-headed exists,4,0.06349206349206349
