value,count,percentage
Weakly differentiated,15,0.10869565217391304
Genitives and adjectives collapsed,8,0.057971014492753624
Genitives and relative clauses collapsed,2,0.014492753623188406
Adjectives and relative clauses collapsed,33,0.2391304347826087
Moderately differentiated in other ways,3,0.021739130434782608
Highly differentiated,77,0.5579710144927537
