value,count,percentage
Decimal,125,0.6377551020408163
Hybrid vigesimal-decimal,22,0.11224489795918367
Pure vigesimal,20,0.10204081632653061
Other base,5,0.025510204081632654
Extended body-part system,4,0.02040816326530612
Restricted,20,0.10204081632653061
