value,count,percentage
3-4,20,0.16806722689075632
4.5-5.5,26,0.2184873949579832
6-6.5,34,0.2857142857142857
7-7.5,14,0.11764705882352941
8-8.5,6,0.05042016806722689
9-10,8,0.06722689075630252
11,11,0.09243697478991597
