value,count,percentage
Unrelated,100,0.4444444444444444
Related for all demonstratives,52,0.2311111111111111
Related to remote demonstratives,18,0.08
Related to non-remote demonstratives,14,0.06222222222222222
Related by gender markers,24,0.10666666666666667
Related for non-human reference,17,0.07555555555555556
