value,count,percentage
No glottalized consonants,409,0.7213403880070547
Ejectives only,58,0.10229276895943562
Implosives only,55,0.09700176366843033
Glottalized resonants only,4,0.007054673721340388
Ejectives and implosives,14,0.024691358024691357
Ejectives and glottalized resonants,20,0.03527336860670194
Implosives and glottalized resonants,4,0.007054673721340388
"Ejectives, implosives, and glottalized resonants",3,0.005291005291005291
